Date,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,AQS Parameter Description,CBSA Name,State FIPS Code,State,County FIPS Code,County
7/27/2022,3,8.4,ug/m3 LC,47,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
7/28/2022,3,9.6,ug/m3 LC,52,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
7/29/2022,3,10,ug/m3 LC,53,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
7/30/2022,3,5.7,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
7/31/2022,3,5.3,ug/m3 LC,29,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/1/2022,3,7.8,ug/m3 LC,43,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/2/2022,3,10.1,ug/m3 LC,53,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/3/2022,3,7.5,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/4/2022,3,11.4,ug/m3 LC,55,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/5/2022,3,8.6,ug/m3 LC,48,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/6/2022,3,6,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/7/2022,3,5.7,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/8/2022,3,6.7,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/9/2022,3,7.6,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/10/2022,3,6.1,ug/m3 LC,34,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/11/2022,3,8.5,ug/m3 LC,47,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/12/2022,3,4.9,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/13/2022,3,3.8,ug/m3 LC,21,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/14/2022,3,4.5,ug/m3 LC,25,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/15/2022,3,4.8,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/16/2022,3,5.9,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/17/2022,3,7.1,ug/m3 LC,39,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/18/2022,3,7.6,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/19/2022,3,9.2,ug/m3 LC,51,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/20/2022,3,10.6,ug/m3 LC,54,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/21/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/22/2022,3,5.7,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/23/2022,3,8.3,ug/m3 LC,46,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/24/2022,3,8.1,ug/m3 LC,45,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/25/2022,3,9.9,ug/m3 LC,52,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/26/2022,3,13.3,ug/m3 LC,59,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/27/2022,3,11.9,ug/m3 LC,56,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/28/2022,3,10.1,ug/m3 LC,53,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/29/2022,3,8.1,ug/m3 LC,45,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/30/2022,3,5.5,ug/m3 LC,31,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
8/31/2022,3,6.5,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/1/2022,3,6.5,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/2/2022,3,3.9,ug/m3 LC,22,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/3/2022,3,4.5,ug/m3 LC,25,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/4/2022,3,7,ug/m3 LC,39,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/5/2022,3,8.8,ug/m3 LC,49,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/6/2022,3,6.2,ug/m3 LC,34,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/7/2022,3,5,ug/m3 LC,28,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/8/2022,3,5.5,ug/m3 LC,31,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/9/2022,3,6.6,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/10/2022,3,7.9,ug/m3 LC,44,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/11/2022,3,7.2,ug/m3 LC,40,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/12/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/13/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/14/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/15/2022,3,5.8,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/16/2022,3,4.2,ug/m3 LC,23,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/17/2022,3,4.6,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/18/2022,3,8.1,ug/m3 LC,45,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/19/2022,3,11.5,ug/m3 LC,55,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/20/2022,3,7.5,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/21/2022,3,5.9,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/22/2022,3,6.7,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/23/2022,3,2.3,ug/m3 LC,13,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/24/2022,3,3.6,ug/m3 LC,20,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/25/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/26/2022,3,4.8,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/27/2022,3,4.5,ug/m3 LC,25,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/28/2022,3,4,ug/m3 LC,22,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/29/2022,3,4.1,ug/m3 LC,23,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
9/30/2022,3,5.4,ug/m3 LC,30,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/1/2022,3,5.1,ug/m3 LC,28,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/2/2022,3,4.3,ug/m3 LC,24,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/3/2022,3,4.6,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/4/2022,3,4.3,ug/m3 LC,24,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/5/2022,3,3.8,ug/m3 LC,21,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/6/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/7/2022,3,8.9,ug/m3 LC,49,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/8/2022,3,3.2,ug/m3 LC,18,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/9/2022,3,6,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/10/2022,3,6.9,ug/m3 LC,38,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/11/2022,3,11,ug/m3 LC,55,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/12/2022,3,9.7,ug/m3 LC,52,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/13/2022,3,6.6,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/14/2022,3,6.6,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/15/2022,3,10.9,ug/m3 LC,54,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/16/2022,3,10.3,ug/m3 LC,53,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/17/2022,3,8.6,ug/m3 LC,48,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/18/2022,3,4.9,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/19/2022,3,4.8,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/20/2022,3,4.9,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/21/2022,3,9.2,ug/m3 LC,51,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/22/2022,3,13.4,ug/m3 LC,59,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/23/2022,3,9.9,ug/m3 LC,52,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/24/2022,3,7.8,ug/m3 LC,43,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/25/2022,3,6,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/26/2022,3,7.3,ug/m3 LC,41,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/27/2022,3,5.1,ug/m3 LC,28,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/28/2022,3,5.3,ug/m3 LC,29,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/29/2022,3,7.3,ug/m3 LC,41,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/30/2022,3,11.9,ug/m3 LC,56,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
10/31/2022,3,12.8,ug/m3 LC,58,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/1/2022,3,8.8,ug/m3 LC,49,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/2/2022,3,11.3,ug/m3 LC,55,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/3/2022,3,12.9,ug/m3 LC,58,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/4/2022,3,12.2,ug/m3 LC,57,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/5/2022,3,7.9,ug/m3 LC,44,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/6/2022,3,9,ug/m3 LC,50,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/7/2022,3,5.6,ug/m3 LC,31,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/8/2022,3,4.5,ug/m3 LC,25,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/9/2022,3,4.9,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/10/2022,3,7.9,ug/m3 LC,44,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/11/2022,3,7.9,ug/m3 LC,44,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/12/2022,3,7.5,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/13/2022,3,4.4,ug/m3 LC,24,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/14/2022,3,3.7,ug/m3 LC,21,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/15/2022,3,5.6,ug/m3 LC,31,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/16/2022,3,4.6,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/17/2022,3,8.4,ug/m3 LC,47,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/18/2022,3,10.2,ug/m3 LC,53,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/19/2022,3,8.7,ug/m3 LC,48,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/20/2022,3,6.1,ug/m3 LC,34,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/21/2022,3,5.9,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/22/2022,3,11.9,ug/m3 LC,56,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/23/2022,3,14.3,ug/m3 LC,61,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/24/2022,3,10.5,ug/m3 LC,54,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/25/2022,3,9.1,ug/m3 LC,51,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/26/2022,3,3.9,ug/m3 LC,22,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/27/2022,3,9,ug/m3 LC,50,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/28/2022,3,3,ug/m3 LC,17,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/29/2022,3,7,ug/m3 LC,39,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
11/30/2022,3,6,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/1/2022,3,5.4,ug/m3 LC,30,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/2/2022,3,7.3,ug/m3 LC,41,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/3/2022,3,5.9,ug/m3 LC,33,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/4/2022,3,5.8,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/5/2022,3,11.8,ug/m3 LC,56,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/6/2022,3,12.5,ug/m3 LC,57,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/7/2022,3,9.3,ug/m3 LC,51,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/8/2022,3,4.6,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/9/2022,3,4.7,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/10/2022,3,5.7,ug/m3 LC,32,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/11/2022,3,7.7,ug/m3 LC,43,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/12/2022,3,7,ug/m3 LC,39,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/13/2022,3,6.4,ug/m3 LC,36,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/14/2022,3,4.2,ug/m3 LC,23,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/15/2022,3,4.8,ug/m3 LC,27,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/16/2022,3,2.9,ug/m3 LC,16,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/17/2022,3,6.9,ug/m3 LC,38,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/18/2022,3,7.2,ug/m3 LC,40,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/19/2022,3,6.7,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/20/2022,3,4.7,ug/m3 LC,26,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/21/2022,3,8.9,ug/m3 LC,49,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/22/2022,3,8.1,ug/m3 LC,45,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/23/2022,3,6.7,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/24/2022,3,7.6,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/25/2022,3,6.6,ug/m3 LC,37,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/26/2022,3,7.5,ug/m3 LC,42,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/27/2022,3,10.6,ug/m3 LC,54,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/28/2022,3,14.6,ug/m3 LC,61,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/29/2022,3,17.6,ug/m3 LC,67,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/30/2022,3,25.2,ug/m3 LC,81,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
12/31/2022,3,14.8,ug/m3 LC,62,PS 314,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
1/1/2022,3,8.1,ug/m3 LC,45,PS 274,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
1/2/2022,3,6.3,ug/m3 LC,35,PS 274,Acceptable PM2.5 AQI & Speciation Mass,"New York-Newark-Jersey City, NY-NJ-PA",36,New York,47,Kings
