Date,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,AQS Parameter Description,CBSA Name,State FIPS Code,State,County FIPS Code,County
1/13/2022,4,15.2,ug/m3 LC,62,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/14/2022,4,9.5,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/15/2022,4,7.1,ug/m3 LC,39,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/16/2022,4,8.6,ug/m3 LC,48,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/17/2022,4,4.3,ug/m3 LC,24,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/18/2022,4,3.8,ug/m3 LC,21,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/19/2022,4,7.8,ug/m3 LC,43,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/20/2022,4,4.6,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/21/2022,4,7.2,ug/m3 LC,40,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/22/2022,4,7.8,ug/m3 LC,43,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/23/2022,4,9.3,ug/m3 LC,51,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/24/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/25/2022,4,8.5,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/26/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/27/2022,4,10.3,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/28/2022,4,10.5,ug/m3 LC,54,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/29/2022,4,8,ug/m3 LC,44,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/30/2022,4,9.3,ug/m3 LC,51,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
1/31/2022,4,10.3,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/1/2022,4,10.9,ug/m3 LC,54,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/2/2022,4,11,ug/m3 LC,55,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/3/2022,4,8.6,ug/m3 LC,48,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/4/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/5/2022,4,6.7,ug/m3 LC,37,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/6/2022,4,6.2,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/7/2022,4,9,ug/m3 LC,50,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/8/2022,4,13,ug/m3 LC,58,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/9/2022,4,10.1,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/10/2022,4,7.1,ug/m3 LC,39,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/11/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/12/2022,4,3.9,ug/m3 LC,22,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/13/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/14/2022,4,5,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/15/2022,4,9.1,ug/m3 LC,51,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/16/2022,4,14.2,ug/m3 LC,61,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/17/2022,4,7.2,ug/m3 LC,40,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/18/2022,4,3.2,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/19/2022,4,4.4,ug/m3 LC,24,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/20/2022,4,4,ug/m3 LC,22,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/21/2022,4,5.3,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/22/2022,4,6.7,ug/m3 LC,37,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/23/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/24/2022,4,4.3,ug/m3 LC,24,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/25/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/26/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/27/2022,4,8.4,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
2/28/2022,4,5.1,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/1/2022,4,11.4,ug/m3 LC,55,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/2/2022,4,10.4,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/3/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/4/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/5/2022,4,10.8,ug/m3 LC,54,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/6/2022,4,10.2,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/7/2022,4,6.2,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/8/2022,4,2.8,ug/m3 LC,16,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/9/2022,4,7.7,ug/m3 LC,43,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/10/2022,4,13.6,ug/m3 LC,59,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/11/2022,4,13.4,ug/m3 LC,59,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/12/2022,4,4.6,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/13/2022,4,4,ug/m3 LC,22,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/14/2022,4,6.3,ug/m3 LC,35,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/15/2022,4,11.3,ug/m3 LC,55,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/16/2022,4,11.7,ug/m3 LC,56,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/17/2022,4,10.2,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/18/2022,4,11.4,ug/m3 LC,55,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/19/2022,4,6.5,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/20/2022,4,2.3,ug/m3 LC,13,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/21/2022,4,2.8,ug/m3 LC,16,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/22/2022,4,2.8,ug/m3 LC,16,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/23/2022,4,3.7,ug/m3 LC,21,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/24/2022,4,2.4,ug/m3 LC,13,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/25/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/26/2022,4,3.8,ug/m3 LC,21,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/27/2022,4,2.6,ug/m3 LC,14,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/28/2022,4,3.2,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/29/2022,4,3.4,ug/m3 LC,19,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/30/2022,4,5.2,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
3/31/2022,4,9.4,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/1/2022,4,3.6,ug/m3 LC,20,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/2/2022,4,3.4,ug/m3 LC,19,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/3/2022,4,5.1,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/4/2022,4,5.8,ug/m3 LC,32,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/5/2022,4,6.4,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/6/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/7/2022,4,2.5,ug/m3 LC,14,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/8/2022,4,5.1,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/9/2022,4,6.5,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/10/2022,4,2.9,ug/m3 LC,16,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/11/2022,4,3.2,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/12/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/13/2022,4,5.7,ug/m3 LC,32,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/14/2022,4,6.3,ug/m3 LC,35,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/15/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/16/2022,4,4.3,ug/m3 LC,24,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/17/2022,4,1.7,ug/m3 LC,9,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/18/2022,4,2.3,ug/m3 LC,13,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/19/2022,4,3.2,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/20/2022,4,2.5,ug/m3 LC,14,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/21/2022,4,5.1,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/22/2022,4,4.2,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/23/2022,4,4.8,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/24/2022,4,5.7,ug/m3 LC,32,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/25/2022,4,8.7,ug/m3 LC,48,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/26/2022,4,4.8,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/27/2022,4,3.3,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/28/2022,4,3.3,ug/m3 LC,18,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/29/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
4/30/2022,4,5.2,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/1/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/2/2022,4,7.9,ug/m3 LC,44,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/3/2022,4,6.4,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/4/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/5/2022,4,4.2,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/6/2022,4,5.5,ug/m3 LC,31,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/7/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/8/2022,4,4.6,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/9/2022,4,5,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/10/2022,4,6.1,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/11/2022,4,6,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/12/2022,4,6.4,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/13/2022,4,4.2,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/14/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/15/2022,4,4.8,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/16/2022,4,5.4,ug/m3 LC,30,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/17/2022,4,3.5,ug/m3 LC,19,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/18/2022,4,3.4,ug/m3 LC,19,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/19/2022,4,6.2,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/20/2022,4,8,ug/m3 LC,44,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/21/2022,4,9.7,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/22/2022,4,5.4,ug/m3 LC,30,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/23/2022,4,3.6,ug/m3 LC,20,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/24/2022,4,3.6,ug/m3 LC,20,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/25/2022,4,5,ug/m3 LC,28,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/26/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/27/2022,4,4.8,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/28/2022,4,4.9,ug/m3 LC,27,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/29/2022,4,5.3,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
5/30/2022,4,8.5,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/1/2022,4,8.1,ug/m3 LC,45,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/2/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/3/2022,4,4.5,ug/m3 LC,25,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/4/2022,4,3.8,ug/m3 LC,21,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/5/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/6/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/7/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/8/2022,4,5.4,ug/m3 LC,30,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/9/2022,4,5.3,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/10/2022,4,4.1,ug/m3 LC,23,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/11/2022,4,5.3,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/12/2022,4,6.6,ug/m3 LC,37,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/13/2022,4,6.1,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/14/2022,4,5.2,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/15/2022,4,6.8,ug/m3 LC,38,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/16/2022,4,9.7,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/17/2022,4,6.7,ug/m3 LC,37,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/18/2022,4,3.1,ug/m3 LC,17,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/19/2022,4,3.9,ug/m3 LC,22,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/20/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/21/2022,4,7.3,ug/m3 LC,41,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/22/2022,4,10.1,ug/m3 LC,53,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/23/2022,4,3,ug/m3 LC,17,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/24/2022,4,5.3,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/25/2022,4,6.2,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/26/2022,4,7.7,ug/m3 LC,43,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/27/2022,4,4.5,ug/m3 LC,25,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/28/2022,4,2.9,ug/m3 LC,16,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/29/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
6/30/2022,4,6.9,ug/m3 LC,38,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/1/2022,4,8.5,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/2/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/3/2022,4,3.9,ug/m3 LC,22,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/4/2022,4,6.5,ug/m3 LC,36,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/5/2022,4,9.2,ug/m3 LC,51,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/6/2022,4,4.7,ug/m3 LC,26,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/7/2022,4,6.3,ug/m3 LC,35,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/8/2022,4,6.7,ug/m3 LC,37,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/9/2022,4,5.2,ug/m3 LC,29,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/10/2022,4,5.7,ug/m3 LC,32,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/11/2022,4,8.1,ug/m3 LC,45,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/12/2022,4,7.1,ug/m3 LC,39,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/13/2022,4,6.9,ug/m3 LC,38,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/14/2022,4,7.3,ug/m3 LC,41,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/15/2022,4,6.1,ug/m3 LC,34,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/16/2022,4,7.9,ug/m3 LC,44,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/17/2022,4,9.6,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/18/2022,4,5.4,ug/m3 LC,30,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/19/2022,4,8.4,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/20/2022,4,8.4,ug/m3 LC,47,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/21/2022,4,8.6,ug/m3 LC,48,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/22/2022,4,9.8,ug/m3 LC,52,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/23/2022,4,5.9,ug/m3 LC,33,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/24/2022,4,6.9,ug/m3 LC,38,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
7/25/2022,4,4.5,ug/m3 LC,25,EAST SYRACUSE,PM2.5 - Local Conditions,"Syracuse, NY",36,New York,67,Onondaga
